# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
15.39           	U               	(-1.69487951e-01 -1.63127778e-01 -4.08850183e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30804288e-04 1.94813338e-01 3.19777985e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.39           	p               	-8.62369038e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939194e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.4            	U               	(-1.69487975e-01 -1.63127812e-01 -4.08850130e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30780454e-04 1.94813358e-01 3.19778295e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.4            	p               	-8.62369065e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939196e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.41           	U               	(-1.69487999e-01 -1.63127846e-01 -4.08850101e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30755686e-04 1.94813381e-01 3.19777949e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.41           	p               	-8.62369038e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939197e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.42           	U               	(-1.69488022e-01 -1.63127880e-01 -4.08850030e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30734074e-04 1.94813400e-01 3.19777822e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.42           	p               	-8.62369057e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939198e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.43           	U               	(-1.69488046e-01 -1.63127913e-01 -4.08850082e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30707560e-04 1.94813421e-01 3.19777617e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.43           	p               	-8.62369026e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939199e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.44           	U               	(-1.69488069e-01 -1.63127946e-01 -4.08850018e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30684650e-04 1.94813440e-01 3.19777859e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.44           	p               	-8.62369037e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939200e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.45           	U               	(-1.69488092e-01 -1.63127979e-01 -4.08849991e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30660004e-04 1.94813460e-01 3.19777693e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.45           	p               	-8.62369023e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939201e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.46           	U               	(-1.69488115e-01 -1.63128012e-01 -4.08849965e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30634376e-04 1.94813480e-01 3.19778355e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.46           	p               	-8.62369030e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939202e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.47           	U               	(-1.69488138e-01 -1.63128045e-01 -4.08850036e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30612468e-04 1.94813505e-01 3.19777880e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.47           	p               	-8.62369020e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939203e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.48           	U               	(-1.69488160e-01 -1.63128077e-01 -4.08850023e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30585796e-04 1.94813518e-01 3.19777815e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.48           	p               	-8.62369026e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939203e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.49           	U               	(-1.69488183e-01 -1.63128110e-01 -4.08850013e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30563275e-04 1.94813541e-01 3.19778041e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.49           	p               	-8.62369015e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939205e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.5            	U               	(-1.69488205e-01 -1.63128141e-01 -4.08849916e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30540082e-04 1.94813562e-01 3.19777863e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.5            	p               	-8.62369012e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939207e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.51           	U               	(-1.69488227e-01 -1.63128173e-01 -4.08849855e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30520832e-04 1.94813584e-01 3.19777566e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.51           	p               	-8.62369011e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939207e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.52           	U               	(-1.69488249e-01 -1.63128205e-01 -4.08849831e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30495644e-04 1.94813599e-01 3.19777584e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.52           	p               	-8.62368992e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939208e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.53           	U               	(-1.69488271e-01 -1.63128236e-01 -4.08849772e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30473782e-04 1.94813624e-01 3.19778191e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.53           	p               	-8.62369000e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939209e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.54           	U               	(-1.69488293e-01 -1.63128267e-01 -4.08849826e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30450849e-04 1.94813642e-01 3.19777640e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.54           	p               	-8.62368988e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939210e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.55           	U               	(-1.69488314e-01 -1.63128298e-01 -4.08849750e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30427345e-04 1.94813660e-01 3.19778011e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.55           	p               	-8.62368990e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939211e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.56           	U               	(-1.69488336e-01 -1.63128328e-01 -4.08849725e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30404831e-04 1.94813679e-01 3.19777787e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.56           	p               	-8.62368980e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939212e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.57           	U               	(-1.69488357e-01 -1.63128359e-01 -4.08849721e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30382474e-04 1.94813695e-01 3.19777504e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.57           	p               	-8.62368988e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939213e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.58           	U               	(-1.69488378e-01 -1.63128389e-01 -4.08849723e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30359414e-04 1.94813712e-01 3.19777582e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.58           	p               	-8.62368972e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939214e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.59           	U               	(-1.69488399e-01 -1.63128419e-01 -4.08849681e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30339647e-04 1.94813738e-01 3.19777961e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.59           	p               	-8.62368979e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939214e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.6            	U               	(-1.69488420e-01 -1.63128449e-01 -4.08849728e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30318518e-04 1.94813755e-01 3.19777643e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.6            	p               	-8.62368966e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939215e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.61           	U               	(-1.69488441e-01 -1.63128478e-01 -4.08849684e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30296410e-04 1.94813773e-01 3.19777900e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.61           	p               	-8.62368966e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939217e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.62           	U               	(-1.69488461e-01 -1.63128507e-01 -4.08849652e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30274707e-04 1.94813790e-01 3.19777715e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.62           	p               	-8.62368959e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939218e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.63           	U               	(-1.69488481e-01 -1.63128536e-01 -4.08849630e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30250899e-04 1.94813803e-01 3.19777469e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.63           	p               	-8.62368965e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939218e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.64           	U               	(-1.69488501e-01 -1.63128565e-01 -4.08849608e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30229841e-04 1.94813820e-01 3.19777597e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.64           	p               	-8.62368953e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939219e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.65           	U               	(-1.69488521e-01 -1.63128594e-01 -4.08849548e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30209266e-04 1.94813841e-01 3.19777734e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.65           	p               	-8.62368950e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939220e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.66           	U               	(-1.69488541e-01 -1.63128623e-01 -4.08849527e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30192432e-04 1.94813862e-01 3.19777676e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.66           	p               	-8.62368944e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939221e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.67           	U               	(-1.69488561e-01 -1.63128651e-01 -4.08849561e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30170251e-04 1.94813880e-01 3.19777545e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.67           	p               	-8.62368941e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939222e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.68           	U               	(-1.69488581e-01 -1.63128679e-01 -4.08849528e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30148592e-04 1.94813893e-01 3.19777952e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.68           	p               	-8.62368932e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939223e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.69           	U               	(-1.69488600e-01 -1.63128707e-01 -4.08849527e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30129395e-04 1.94813916e-01 3.19777623e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.69           	p               	-8.62368945e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939224e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.7            	U               	(-1.69488620e-01 -1.63128735e-01 -4.08849473e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30103396e-04 1.94813922e-01 3.19777649e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.7            	p               	-8.62368929e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939224e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.71           	U               	(-1.69488639e-01 -1.63128763e-01 -4.08849489e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30085208e-04 1.94813944e-01 3.19777634e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.71           	p               	-8.62368940e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939226e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.72           	U               	(-1.69488658e-01 -1.63128790e-01 -4.08849428e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30065019e-04 1.94813961e-01 3.19777434e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.72           	p               	-8.62368922e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939227e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.73           	U               	(-1.69488677e-01 -1.63128817e-01 -4.08849404e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30052562e-04 1.94813989e-01 3.19777647e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.73           	p               	-8.62368925e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939227e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.74           	U               	(-1.69488696e-01 -1.63128844e-01 -4.08849401e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30029904e-04 1.94814001e-01 3.19777347e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.74           	p               	-8.62368910e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939228e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.75           	U               	(-1.69488715e-01 -1.63128871e-01 -4.08849351e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.30010169e-04 1.94814015e-01 3.19778032e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.75           	p               	-8.62368923e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939229e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.76           	U               	(-1.69488733e-01 -1.63128898e-01 -4.08849388e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29991367e-04 1.94814035e-01 3.19777439e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.76           	p               	-8.62368907e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939230e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.77           	U               	(-1.69488752e-01 -1.63128924e-01 -4.08849347e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29971395e-04 1.94814050e-01 3.19777495e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.77           	p               	-8.62368911e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939231e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.78           	U               	(-1.69488770e-01 -1.63128950e-01 -4.08849319e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29951532e-04 1.94814065e-01 3.19777490e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.78           	p               	-8.62368901e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939232e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.79           	U               	(-1.69488789e-01 -1.63128976e-01 -4.08849319e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29935279e-04 1.94814085e-01 3.19777490e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.79           	p               	-8.62368901e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939232e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.8            	U               	(-1.69488807e-01 -1.63129002e-01 -4.08849336e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29915145e-04 1.94814099e-01 3.19777377e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.8            	p               	-8.62368909e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939233e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.81           	U               	(-1.69488825e-01 -1.63129028e-01 -4.08849277e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29896851e-04 1.94814115e-01 3.19777449e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.81           	p               	-8.62368885e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939234e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.82           	U               	(-1.69488843e-01 -1.63129053e-01 -4.08849263e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29876783e-04 1.94814128e-01 3.19777404e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.82           	p               	-8.62368892e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939235e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.83           	U               	(-1.69488860e-01 -1.63129078e-01 -4.08849224e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29851793e-04 1.94814135e-01 3.19777636e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.83           	p               	-8.62368885e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939235e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.84           	U               	(-1.69488878e-01 -1.63129103e-01 -4.08849211e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29835402e-04 1.94814153e-01 3.19777287e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.84           	p               	-8.62368881e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939237e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.85           	U               	(-1.69488895e-01 -1.63129128e-01 -4.08849220e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29819711e-04 1.94814173e-01 3.19777208e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.85           	p               	-8.62368874e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939237e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.86           	U               	(-1.69488913e-01 -1.63129153e-01 -4.08849231e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29802424e-04 1.94814189e-01 3.19777395e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.86           	p               	-8.62368872e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939238e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.87           	U               	(-1.69488930e-01 -1.63129178e-01 -4.08849231e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29787249e-04 1.94814205e-01 3.19777395e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.87           	p               	-8.62368872e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939238e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.88           	U               	(-1.69488947e-01 -1.63129203e-01 -4.08849118e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29768845e-04 1.94814223e-01 3.19777207e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.88           	p               	-8.62368873e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939239e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.89           	U               	(-1.69488964e-01 -1.63129227e-01 -4.08849243e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29751061e-04 1.94814236e-01 3.19777301e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.89           	p               	-8.62368879e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939240e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
15.9            	U               	(-1.69488981e-01 -1.63129251e-01 -4.08849175e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.29732714e-04 1.94814250e-01 3.19777192e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
15.9            	p               	-8.62368867e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939241e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
